ECG,time
2141,2023-09-14 00:02:38.101000000
1731,2023-09-14 00:02:38.067000000
1807,2023-09-14 00:02:38.065000000
1695,2023-09-14 00:02:38.038000000
1812,2023-09-14 00:02:38.035000000
1991,2023-09-14 00:02:38.032000000
1725,2023-09-14 00:02:38.031000000
1920,2023-09-14 00:02:38.027000000
1744,2023-09-14 00:02:38.022000000
2061,2023-09-14 00:02:38.005000000
1839,2023-09-14 00:02:38.000000000
2132,2023-09-14 00:02:37.966000000
1723,2023-09-14 00:02:37.964000000
2160,2023-09-14 00:02:37.962000000
1840,2023-09-14 00:02:37.962000000
1798,2023-09-14 00:02:37.960000000
2015,2023-09-14 00:02:37.956000000
1744,2023-09-14 00:02:37.950000000
1731,2023-09-14 00:02:37.950000000
2160,2023-09-14 00:02:37.939000000
1713,2023-09-14 00:02:37.928000000
1781,2023-09-14 00:02:37.916000000
2444,2023-09-14 00:02:37.916000000
1740,2023-09-14 00:02:37.915000000
2321,2023-09-14 00:02:37.915000000
1699,2023-09-14 00:02:37.898000000
1808,2023-09-14 00:02:37.878000000
2046,2023-09-14 00:02:37.873000000
1922,2023-09-14 00:02:37.873000000
1778,2023-09-14 00:02:37.870000000
2265,2023-09-14 00:02:37.864000000
2480,2023-09-14 00:02:37.859000000
2505,2023-09-14 00:02:37.852000000
1737,2023-09-14 00:02:37.833000000
1758,2023-09-14 00:02:37.828000000
1744,2023-09-14 00:02:37.820000000
1870,2023-09-14 00:02:37.814000000
1744,2023-09-14 00:02:37.802000000
1818,2023-09-14 00:02:37.802000000
2557,2023-09-14 00:02:37.797000000
2321,2023-09-14 00:02:37.755000000
1837,2023-09-14 00:02:37.745000000
2192,2023-09-14 00:02:37.617000000
2499,2023-09-14 00:02:37.615000000
2039,2023-09-14 00:02:37.614000000
1719,2023-09-14 00:02:37.613000000
2359,2023-09-14 00:02:37.613000000
1856,2023-09-14 00:02:37.612000000
1675,2023-09-14 00:02:37.594000000
2421,2023-09-14 00:02:37.592000000
2481,2023-09-14 00:02:37.546000000
2397,2023-09-14 00:02:37.537000000
1708,2023-09-14 00:02:37.510000000
1926,2023-09-14 00:02:37.506000000
1699,2023-09-14 00:02:37.492000000
1811,2023-09-14 00:02:37.455000000
2572,2023-09-14 00:02:37.455000000
2269,2023-09-14 00:02:37.454000000
1968,2023-09-14 00:02:37.438000000
2409,2023-09-14 00:02:37.434000000
1872,2023-09-14 00:02:37.434000000
2092,2023-09-14 00:02:37.433000000
1747,2023-09-14 00:02:37.430000000
2402,2023-09-14 00:02:37.430000000
2183,2023-09-14 00:02:37.419000000
1844,2023-09-14 00:02:37.410000000
2025,2023-09-14 00:02:37.399000000
2101,2023-09-14 00:02:37.360000000
2267,2023-09-14 00:02:37.315000000
2511,2023-09-14 00:02:37.314000000
2411,2023-09-14 00:02:37.309000000
2367,2023-09-14 00:02:37.308000000
1821,2023-09-14 00:02:37.294000000
1719,2023-09-14 00:02:37.291000000
1818,2023-09-14 00:02:37.286000000
1973,2023-09-14 00:02:37.285000000
1918,2023-09-14 00:02:37.284000000
2207,2023-09-14 00:02:37.258000000
1999,2023-09-14 00:02:37.247000000
2159,2023-09-14 00:02:37.211000000
2403,2023-09-14 00:02:37.202000000
2000,2023-09-14 00:02:37.199000000
2265,2023-09-14 00:02:37.196000000
2366,2023-09-14 00:02:37.176000000
1951,2023-09-14 00:02:37.161000000
2464,2023-09-14 00:02:37.161000000
2064,2023-09-14 00:02:37.157000000
2297,2023-09-14 00:02:37.157000000
2533,2023-09-14 00:02:37.125000000
2465,2023-09-14 00:02:37.111000000
2626,2023-09-14 00:02:37.106000000
2288,2023-09-14 00:02:37.103000000
2101,2023-09-14 00:02:37.088000000
1807,2023-09-14 00:02:37.085000000
2555,2023-09-14 00:02:37.083000000
2320,2023-09-14 00:02:37.072000000
2154,2023-09-14 00:02:37.050000000
2218,2023-09-14 00:02:37.039000000
1723,2023-09-14 00:02:37.021000000
2479,2023-09-14 00:02:37.017000000
1879,2023-09-14 00:02:37.012000000
2192,2023-09-14 00:02:37.009000000
2106,2023-09-14 00:02:37.007000000
1863,2023-09-14 00:02:36.999000000
2086,2023-09-14 00:02:36.981000000
2022,2023-09-14 00:02:36.970000000
2261,2023-09-14 00:02:36.951000000
2105,2023-09-14 00:02:36.951000000
2386,2023-09-14 00:02:36.936000000
2671,2023-09-14 00:02:36.931000000
2037,2023-09-14 00:02:36.928000000
1679,2023-09-14 00:02:36.927000000
2382,2023-09-14 00:02:36.921000000
2579,2023-09-14 00:02:36.914000000
1932,2023-09-14 00:02:36.910000000
1811,2023-09-14 00:02:36.909000000
2391,2023-09-14 00:02:36.903000000
2228,2023-09-14 00:02:36.899000000
2614,2023-09-14 00:02:36.872000000
1766,2023-09-14 00:02:36.840000000
1762,2023-09-14 00:02:36.816000000
2221,2023-09-14 00:02:36.799000000
2032,2023-09-14 00:02:36.791000000
1647,2023-09-14 00:02:36.784000000
2190,2023-09-14 00:02:36.781000000
2755,2023-09-14 00:02:36.779000000
1796,2023-09-14 00:02:36.754000000
2343,2023-09-14 00:02:36.751000000
2545,2023-09-14 00:02:36.727000000
1746,2023-09-14 00:02:36.726000000
1901,2023-09-14 00:02:36.722000000
2304,2023-09-14 00:02:36.721000000
2666,2023-09-14 00:02:36.720000000
2694,2023-09-14 00:02:36.696000000
2335,2023-09-14 00:02:36.678000000
2674,2023-09-14 00:02:36.676000000
1830,2023-09-14 00:02:36.673000000
1919,2023-09-14 00:02:36.634000000
2471,2023-09-14 00:02:36.620000000
2366,2023-09-14 00:02:36.619000000
1810,2023-09-14 00:02:36.618000000
1814,2023-09-14 00:02:36.616000000
1904,2023-09-14 00:02:36.600000000
1712,2023-09-14 00:02:36.566000000
2343,2023-09-14 00:02:36.565000000
1745,2023-09-14 00:02:36.563000000
1969,2023-09-14 00:02:36.557000000
2198,2023-09-14 00:02:36.556000000
1825,2023-09-14 00:02:36.552000000
2060,2023-09-14 00:02:36.546000000
2149,2023-09-14 00:02:36.529000000
2144,2023-09-14 00:02:36.521000000
1898,2023-09-14 00:02:36.500000000
2414,2023-09-14 00:02:36.497000000
1702,2023-09-14 00:02:36.496000000
2431,2023-09-14 00:02:36.487000000
1758,2023-09-14 00:02:36.483000000
1853,2023-09-14 00:02:36.464000000
2341,2023-09-14 00:02:36.446000000
2470,2023-09-14 00:02:36.440000000
1741,2023-09-14 00:02:36.427000000
1972,2023-09-14 00:02:36.423000000
1825,2023-09-14 00:02:36.423000000
1840,2023-09-14 00:02:36.411000000
1893,2023-09-14 00:02:36.407000000
1851,2023-09-14 00:02:36.405000000
1919,2023-09-14 00:02:36.384000000
2477,2023-09-14 00:02:36.338000000
2229,2023-09-14 00:02:36.336000000
2273,2023-09-14 00:02:36.335000000
1823,2023-09-14 00:02:36.312000000
1838,2023-09-14 00:02:36.311000000
2026,2023-09-14 00:02:36.303000000
1730,2023-09-14 00:02:36.292000000
2333,2023-09-14 00:02:36.278000000
1974,2023-09-14 00:02:36.278000000
1781,2023-09-14 00:02:36.275000000
2325,2023-09-14 00:02:36.274000000
2293,2023-09-14 00:02:36.269000000
2114,2023-09-14 00:02:36.268000000
1682,2023-09-14 00:02:36.258000000
1869,2023-09-14 00:02:36.233000000
2475,2023-09-14 00:02:36.226000000
1961,2023-09-14 00:02:36.222000000
1866,2023-09-14 00:02:36.159000000
1861,2023-09-14 00:02:36.156000000
1697,2023-09-14 00:02:36.152000000
1904,2023-09-14 00:02:36.147000000
1818,2023-09-14 00:02:36.129000000
2154,2023-09-14 00:02:36.121000000
1834,2023-09-14 00:02:36.116000000
2534,2023-09-14 00:02:36.116000000
2539,2023-09-14 00:02:36.114000000
1712,2023-09-14 00:02:36.113000000
2416,2023-09-14 00:02:36.102000000
2250,2023-09-14 00:02:36.077000000
2033,2023-09-14 00:02:36.066000000
1858,2023-09-14 00:02:36.054000000
1777,2023-09-14 00:02:36.053000000
2337,2023-09-14 00:02:36.051000000
1762,2023-09-14 00:02:36.003000000
1830,2023-09-14 00:02:36.003000000
2280,2023-09-14 00:02:36.001000000
2496,2023-09-14 00:02:35.995000000
1803,2023-09-14 00:02:35.990000000
2354,2023-09-14 00:02:35.989000000
1970,2023-09-14 00:02:35.980000000
2064,2023-09-14 00:02:35.978000000
2075,2023-09-14 00:02:35.975000000
2349,2023-09-14 00:02:35.949000000
1749,2023-09-14 00:02:35.923000000
1968,2023-09-14 00:02:35.902000000
1693,2023-09-14 00:02:35.901000000
1971,2023-09-14 00:02:35.888000000
2416,2023-09-14 00:02:35.873000000
2487,2023-09-14 00:02:35.871000000
2219,2023-09-14 00:02:35.841000000
2215,2023-09-14 00:02:35.840000000
1683,2023-09-14 00:02:35.829000000
1941,2023-09-14 00:02:35.824000000
1808,2023-09-14 00:02:35.823000000
1766,2023-09-14 00:02:35.818000000
1909,2023-09-14 00:02:35.812000000
2429,2023-09-14 00:02:35.811000000
2025,2023-09-14 00:02:35.783000000
2483,2023-09-14 00:02:35.775000000
2245,2023-09-14 00:02:35.772000000
2357,2023-09-14 00:02:35.759000000
2139,2023-09-14 00:02:35.742000000
2237,2023-09-14 00:02:35.727000000
2271,2023-09-14 00:02:35.717000000
2283,2023-09-14 00:02:35.689000000
1686,2023-09-14 00:02:35.683000000
1839,2023-09-14 00:02:35.679000000
1795,2023-09-14 00:02:35.678000000
2371,2023-09-14 00:02:35.671000000
1673,2023-09-14 00:02:35.668000000
1958,2023-09-14 00:02:35.667000000
2244,2023-09-14 00:02:35.654000000
1801,2023-09-14 00:02:35.637000000
1706,2023-09-14 00:02:35.635000000
1645,2023-09-14 00:02:35.621000000
1948,2023-09-14 00:02:35.603000000
2333,2023-09-14 00:02:35.598000000
2345,2023-09-14 00:02:35.589000000
1705,2023-09-14 00:02:35.587000000
2391,2023-09-14 00:02:35.581000000
1934,2023-09-14 00:02:35.545000000
2402,2023-09-14 00:02:35.542000000
1738,2023-09-14 00:02:35.539000000
2429,2023-09-14 00:02:35.531000000
1711,2023-09-14 00:02:35.526000000
2199,2023-09-14 00:02:35.519000000
2088,2023-09-14 00:02:35.503000000
1738,2023-09-14 00:02:35.477000000
1666,2023-09-14 00:02:35.472000000
1779,2023-09-14 00:02:35.467000000
2183,2023-09-14 00:02:35.464000000
2407,2023-09-14 00:02:35.451000000
1984,2023-09-14 00:02:35.447000000
1843,2023-09-14 00:02:35.445000000
2014,2023-09-14 00:02:35.428000000
1834,2023-09-14 00:02:35.426000000
1764,2023-09-14 00:02:35.421000000
2345,2023-09-14 00:02:35.401000000
2129,2023-09-14 00:02:35.390000000
2402,2023-09-14 00:02:35.349000000
1717,2023-09-14 00:02:35.348000000
2375,2023-09-14 00:02:35.344000000
1868,2023-09-14 00:02:35.338000000
2457,2023-09-14 00:02:35.333000000
2244,2023-09-14 00:02:35.330000000
2422,2023-09-14 00:02:35.330000000
1745,2023-09-14 00:02:35.317000000
1778,2023-09-14 00:02:35.298000000
1961,2023-09-14 00:02:35.287000000
2141,2023-09-14 00:02:35.279000000
1851,2023-09-14 00:02:35.266000000
2573,2023-09-14 00:02:35.259000000
1824,2023-09-14 00:02:35.254000000
2659,2023-09-14 00:02:35.251000000
1957,2023-09-14 00:02:35.232000000
1823,2023-09-14 00:02:35.194000000
2209,2023-09-14 00:02:35.191000000
1933,2023-09-14 00:02:35.190000000
2333,2023-09-14 00:02:35.158000000
1883,2023-09-14 00:02:35.158000000
2033,2023-09-14 00:02:35.140000000
2238,2023-09-14 00:02:35.139000000
1954,2023-09-14 00:02:35.126000000
2922,2023-09-14 00:02:35.124000000
2455,2023-09-14 00:02:35.123000000
2073,2023-09-14 00:02:35.121000000
1893,2023-09-14 00:02:35.119000000
2117,2023-09-14 00:02:35.097000000
2797,2023-09-14 00:02:35.091000000
2224,2023-09-14 00:02:35.090000000
1693,2023-09-14 00:02:35.051000000
2733,2023-09-14 00:02:35.046000000
1842,2023-09-14 00:02:35.034000000
1711,2023-09-14 00:02:35.025000000
2503,2023-09-14 00:02:35.006000000
2160,2023-09-14 00:02:34.994000000
1686,2023-09-14 00:02:34.991000000
1703,2023-09-14 00:02:34.982000000
2309,2023-09-14 00:02:34.978000000
1690,2023-09-14 00:02:34.960000000
1899,2023-09-14 00:02:34.959000000
1763,2023-09-14 00:02:34.958000000
1858,2023-09-14 00:02:34.956000000
2330,2023-09-14 00:02:34.950000000
2112,2023-09-14 00:02:34.948000000
2145,2023-09-14 00:02:34.934000000
2272,2023-09-14 00:02:34.896000000
1894,2023-09-14 00:02:34.880000000
2461,2023-09-14 00:02:34.873000000
2307,2023-09-14 00:02:34.863000000
1846,2023-09-14 00:02:34.860000000
1695,2023-09-14 00:02:34.841000000
1657,2023-09-14 00:02:34.840000000
1919,2023-09-14 00:02:34.833000000
1736,2023-09-14 00:02:34.829000000
2265,2023-09-14 00:02:34.800000000
2315,2023-09-14 00:02:34.795000000
2672,2023-09-14 00:02:34.794000000
1723,2023-09-14 00:02:34.792000000
1699,2023-09-14 00:02:34.791000000
1849,2023-09-14 00:02:34.790000000
2301,2023-09-14 00:02:34.769000000
2415,2023-09-14 00:02:34.768000000
2547,2023-09-14 00:02:34.767000000
2194,2023-09-14 00:02:34.748000000
1818,2023-09-14 00:02:34.733000000
1774,2023-09-14 00:02:34.724000000
2110,2023-09-14 00:02:34.716000000
2303,2023-09-14 00:02:34.682000000
2355,2023-09-14 00:02:34.678000000
1840,2023-09-14 00:02:34.678000000
1703,2023-09-14 00:02:34.659000000
2438,2023-09-14 00:02:34.659000000
1758,2023-09-14 00:02:34.657000000
2194,2023-09-14 00:02:34.647000000
1779,2023-09-14 00:02:34.620000000
1713,2023-09-14 00:02:34.610000000
2135,2023-09-14 00:02:34.604000000
1671,2023-09-14 00:02:34.601000000
2337,2023-09-14 00:02:34.581000000
1869,2023-09-14 00:02:34.567000000
1808,2023-09-14 00:02:34.556000000
2001,2023-09-14 00:02:34.556000000
2179,2023-09-14 00:02:34.544000000
1744,2023-09-14 00:02:34.539000000
2269,2023-09-14 00:02:34.530000000
2345,2023-09-14 00:02:34.524000000
1726,2023-09-14 00:02:34.513000000
1679,2023-09-14 00:02:34.494000000
1862,2023-09-14 00:02:34.481000000
2003,2023-09-14 00:02:34.469000000
2152,2023-09-14 00:02:34.467000000
1846,2023-09-14 00:02:34.466000000
1783,2023-09-14 00:02:34.451000000
2123,2023-09-14 00:02:34.432000000
2448,2023-09-14 00:02:34.432000000
2079,2023-09-14 00:02:34.426000000
2420,2023-09-14 00:02:34.418000000
1740,2023-09-14 00:02:34.407000000
1935,2023-09-14 00:02:34.390000000
1829,2023-09-14 00:02:34.386000000
2172,2023-09-14 00:02:34.342000000
2241,2023-09-14 00:02:34.341000000
1993,2023-09-14 00:02:34.319000000
1870,2023-09-14 00:02:34.309000000
1778,2023-09-14 00:02:34.308000000
2283,2023-09-14 00:02:34.300000000
2096,2023-09-14 00:02:34.291000000
2619,2023-09-14 00:02:34.287000000
2438,2023-09-14 00:02:34.284000000
2412,2023-09-14 00:02:34.284000000
1999,2023-09-14 00:02:34.252000000
2589,2023-09-14 00:02:34.249000000
2624,2023-09-14 00:02:34.243000000
2791,2023-09-14 00:02:34.242000000
1871,2023-09-14 00:02:34.230000000
2362,2023-09-14 00:02:34.212000000
1758,2023-09-14 00:02:34.201000000
2506,2023-09-14 00:02:34.187000000
2416,2023-09-14 00:02:34.176000000
2506,2023-09-14 00:02:34.173000000
1831,2023-09-14 00:02:34.157000000
2507,2023-09-14 00:02:34.136000000
2443,2023-09-14 00:02:34.118000000
1845,2023-09-14 00:02:34.114000000
2339,2023-09-14 00:02:34.114000000
1739,2023-09-14 00:02:34.111000000
2177,2023-09-14 00:02:34.085000000
1985,2023-09-14 00:02:34.069000000
2409,2023-09-14 00:02:34.068000000
2329,2023-09-14 00:02:34.066000000
1825,2023-09-14 00:02:34.042000000
1727,2023-09-14 00:02:34.041000000
2362,2023-09-14 00:02:34.040000000
2070,2023-09-14 00:02:34.023000000
2400,2023-09-14 00:02:34.015000000
2038,2023-09-14 00:02:34.009000000
1815,2023-09-14 00:02:34.000000000
1831,2023-09-14 00:02:33.993000000
2160,2023-09-14 00:02:33.990000000
1978,2023-09-14 00:02:33.966000000
1840,2023-09-14 00:02:33.953000000
2303,2023-09-14 00:02:33.950000000
1735,2023-09-14 00:02:33.938000000
1791,2023-09-14 00:02:33.935000000
2191,2023-09-14 00:02:33.934000000
1855,2023-09-14 00:02:33.931000000
1872,2023-09-14 00:02:33.920000000
2519,2023-09-14 00:02:33.906000000
1679,2023-09-14 00:02:33.890000000
2061,2023-09-14 00:02:33.890000000
2032,2023-09-14 00:02:33.872000000
2194,2023-09-14 00:02:33.843000000
1776,2023-09-14 00:02:33.840000000
1898,2023-09-14 00:02:33.817000000
2703,2023-09-14 00:02:33.805000000
1968,2023-09-14 00:02:33.803000000
2259,2023-09-14 00:02:33.803000000
1867,2023-09-14 00:02:33.800000000
2293,2023-09-14 00:02:33.776000000
2239,2023-09-14 00:02:33.773000000
2018,2023-09-14 00:02:33.771000000
1683,2023-09-14 00:02:33.759000000
1771,2023-09-14 00:02:33.759000000
2054,2023-09-14 00:02:33.758000000
1813,2023-09-14 00:02:33.728000000
2401,2023-09-14 00:02:33.717000000
2527,2023-09-14 00:02:33.705000000
1918,2023-09-14 00:02:33.692000000
2141,2023-09-14 00:02:33.674000000
2163,2023-09-14 00:02:33.674000000
1669,2023-09-14 00:02:33.654000000
2383,2023-09-14 00:02:33.648000000
2544,2023-09-14 00:02:33.643000000
2786,2023-09-14 00:02:33.626000000
1978,2023-09-14 00:02:33.618000000
1713,2023-09-14 00:02:33.618000000
2789,2023-09-14 00:02:33.589000000
2403,2023-09-14 00:02:33.581000000
2288,2023-09-14 00:02:33.579000000
2099,2023-09-14 00:02:33.572000000
1815,2023-09-14 00:02:33.566000000
2309,2023-09-14 00:02:33.562000000
2548,2023-09-14 00:02:33.525000000
1831,2023-09-14 00:02:33.522000000
2322,2023-09-14 00:02:33.521000000
1840,2023-09-14 00:02:33.509000000
1842,2023-09-14 00:02:33.496000000
1825,2023-09-14 00:02:33.492000000
1933,2023-09-14 00:02:33.476000000
2575,2023-09-14 00:02:33.469000000
2337,2023-09-14 00:02:33.461000000
2314,2023-09-14 00:02:33.458000000
2047,2023-09-14 00:02:33.454000000
2605,2023-09-14 00:02:33.421000000
1723,2023-09-14 00:02:33.419000000
2719,2023-09-14 00:02:33.419000000
1792,2023-09-14 00:02:33.415000000
2002,2023-09-14 00:02:33.413000000
2672,2023-09-14 00:02:33.410000000
2672,2023-09-14 00:02:33.371000000
1849,2023-09-14 00:02:33.369000000
1776,2023-09-14 00:02:33.358000000
2213,2023-09-14 00:02:33.339000000
1771,2023-09-14 00:02:33.337000000
1747,2023-09-14 00:02:33.333000000
2535,2023-09-14 00:02:33.332000000
2352,2023-09-14 00:02:33.326000000
2475,2023-09-14 00:02:33.325000000
2721,2023-09-14 00:02:33.316000000
1890,2023-09-14 00:02:33.292000000
2127,2023-09-14 00:02:33.270000000
2347,2023-09-14 00:02:33.263000000
1858,2023-09-14 00:02:33.238000000
1633,2023-09-14 00:02:33.237000000
2033,2023-09-14 00:02:33.228000000
2256,2023-09-14 00:02:33.220000000
2544,2023-09-14 00:02:33.220000000
1696,2023-09-14 00:02:33.213000000
1820,2023-09-14 00:02:33.205000000
1987,2023-09-14 00:02:33.204000000
1760,2023-09-14 00:02:33.204000000
2515,2023-09-14 00:02:33.204000000
2521,2023-09-14 00:02:33.203000000
2450,2023-09-14 00:02:33.198000000
2224,2023-09-14 00:02:33.195000000
1931,2023-09-14 00:02:33.172000000
2009,2023-09-14 00:02:33.166000000
2460,2023-09-14 00:02:33.134000000
2503,2023-09-14 00:02:33.131000000
2586,2023-09-14 00:02:33.121000000
1812,2023-09-14 00:02:33.109000000
1995,2023-09-14 00:02:33.091000000
2590,2023-09-14 00:02:33.090000000
1808,2023-09-14 00:02:33.089000000
1974,2023-09-14 00:02:33.079000000
2177,2023-09-14 00:02:33.061000000
1866,2023-09-14 00:02:33.030000000
2168,2023-09-14 00:02:33.023000000
1744,2023-09-14 00:02:33.021000000
1701,2023-09-14 00:02:32.978000000
1955,2023-09-14 00:02:32.965000000
2250,2023-09-14 00:02:32.956000000
1680,2023-09-14 00:02:32.951000000
2523,2023-09-14 00:02:32.948000000
2404,2023-09-14 00:02:32.943000000
1904,2023-09-14 00:02:32.933000000
2074,2023-09-14 00:02:32.932000000
2224,2023-09-14 00:02:32.932000000
2690,2023-09-14 00:02:32.931000000
1673,2023-09-14 00:02:32.885000000
2542,2023-09-14 00:02:32.881000000
1856,2023-09-14 00:02:32.880000000
1822,2023-09-14 00:02:32.875000000
2351,2023-09-14 00:02:32.851000000
1821,2023-09-14 00:02:32.828000000
1807,2023-09-14 00:02:32.817000000
1763,2023-09-14 00:02:32.815000000
1733,2023-09-14 00:02:32.813000000
2066,2023-09-14 00:02:32.811000000
1691,2023-09-14 00:02:32.810000000
2702,2023-09-14 00:02:32.804000000
1727,2023-09-14 00:02:32.790000000
2207,2023-09-14 00:02:32.788000000
1711,2023-09-14 00:02:32.784000000
1955,2023-09-14 00:02:32.784000000
1957,2023-09-14 00:02:32.707000000
2393,2023-09-14 00:02:32.702000000
2155,2023-09-14 00:02:32.699000000
2009,2023-09-14 00:02:32.699000000
1729,2023-09-14 00:02:32.698000000
1735,2023-09-14 00:02:32.697000000
1911,2023-09-14 00:02:32.696000000
1955,2023-09-14 00:02:32.694000000
2081,2023-09-14 00:02:32.678000000
2241,2023-09-14 00:02:32.678000000
2352,2023-09-14 00:02:32.672000000
1947,2023-09-14 00:02:32.669000000
1751,2023-09-14 00:02:32.646000000
1839,2023-09-14 00:02:32.612000000
2431,2023-09-14 00:02:32.609000000
1792,2023-09-14 00:02:32.586000000
1836,2023-09-14 00:02:32.580000000
2640,2023-09-14 00:02:32.579000000
2061,2023-09-14 00:02:32.573000000
1664,2023-09-14 00:02:32.566000000
2480,2023-09-14 00:02:32.534000000
1802,2023-09-14 00:02:32.519000000
1867,2023-09-14 00:02:32.516000000
1935,2023-09-14 00:02:32.507000000
1709,2023-09-14 00:02:32.507000000
1957,2023-09-14 00:02:32.492000000
1680,2023-09-14 00:02:32.491000000
2479,2023-09-14 00:02:32.483000000
2391,2023-09-14 00:02:32.436000000
2526,2023-09-14 00:02:32.435000000
1924,2023-09-14 00:02:32.429000000
2081,2023-09-14 00:02:32.413000000
2455,2023-09-14 00:02:32.409000000
1838,2023-09-14 00:02:32.405000000
1742,2023-09-14 00:02:32.400000000
1797,2023-09-14 00:02:32.397000000
1721,2023-09-14 00:02:32.387000000
1729,2023-09-14 00:02:32.378000000
1949,2023-09-14 00:02:32.372000000
2112,2023-09-14 00:02:32.348000000
2096,2023-09-14 00:02:32.326000000
1889,2023-09-14 00:02:32.312000000
2377,2023-09-14 00:02:32.301000000
1908,2023-09-14 00:02:32.299000000
2448,2023-09-14 00:02:32.292000000
1838,2023-09-14 00:02:32.281000000
1807,2023-09-14 00:02:32.272000000
1791,2023-09-14 00:02:32.270000000
1808,2023-09-14 00:02:32.268000000
2481,2023-09-14 00:02:32.265000000
1879,2023-09-14 00:02:32.260000000
1809,2023-09-14 00:02:32.252000000
2401,2023-09-14 00:02:32.244000000
1728,2023-09-14 00:02:32.233000000
1907,2023-09-14 00:02:32.227000000
1719,2023-09-14 00:02:32.212000000
1835,2023-09-14 00:02:32.200000000
1938,2023-09-14 00:02:32.190000000
1991,2023-09-14 00:02:32.188000000
1695,2023-09-14 00:02:32.176000000
2431,2023-09-14 00:02:32.114000000
1674,2023-09-14 00:02:32.114000000
1709,2023-09-14 00:02:32.109000000
2540,2023-09-14 00:02:32.105000000
2480,2023-09-14 00:02:32.097000000
2639,2023-09-14 00:02:32.095000000
1711,2023-09-14 00:02:32.089000000
1862,2023-09-14 00:02:32.077000000
2365,2023-09-14 00:02:32.069000000
2411,2023-09-14 00:02:32.057000000
1795,2023-09-14 00:02:32.035000000
2091,2023-09-14 00:02:32.034000000
2577,2023-09-14 00:02:32.027000000
2697,2023-09-14 00:02:32.022000000
2096,2023-09-14 00:02:32.010000000
1853,2023-09-14 00:02:32.008000000
2599,2023-09-14 00:02:32.007000000
1815,2023-09-14 00:02:32.006000000
1867,2023-09-14 00:02:32.001000000
1731,2023-09-14 00:02:31.984000000
2476,2023-09-14 00:02:31.967000000
2192,2023-09-14 00:02:31.947000000
2741,2023-09-14 00:02:31.946000000
1733,2023-09-14 00:02:31.913000000
2337,2023-09-14 00:02:31.902000000
1812,2023-09-14 00:02:31.883000000
2731,2023-09-14 00:02:31.880000000
1760,2023-09-14 00:02:31.870000000
2416,2023-09-14 00:02:31.863000000
1770,2023-09-14 00:02:31.843000000
2447,2023-09-14 00:02:31.834000000
2133,2023-09-14 00:02:31.831000000
1885,2023-09-14 00:02:31.822000000
2807,2023-09-14 00:02:31.793000000
2446,2023-09-14 00:02:31.782000000
2695,2023-09-14 00:02:31.780000000
2074,2023-09-14 00:02:31.771000000
2448,2023-09-14 00:02:31.770000000
2733,2023-09-14 00:02:31.761000000
1802,2023-09-14 00:02:31.728000000
1851,2023-09-14 00:02:31.721000000
2038,2023-09-14 00:02:31.713000000
2078,2023-09-14 00:02:31.712000000
2320,2023-09-14 00:02:31.702000000
1695,2023-09-14 00:02:31.699000000
2390,2023-09-14 00:02:31.688000000
2325,2023-09-14 00:02:31.673000000
2820,2023-09-14 00:02:31.669000000
2429,2023-09-14 00:02:31.659000000
2236,2023-09-14 00:02:31.657000000
2041,2023-09-14 00:02:31.626000000
2215,2023-09-14 00:02:31.612000000
2513,2023-09-14 00:02:31.610000000
1951,2023-09-14 00:02:31.599000000
1699,2023-09-14 00:02:31.598000000
1782,2023-09-14 00:02:31.595000000
2029,2023-09-14 00:02:31.558000000
2524,2023-09-14 00:02:31.555000000
2079,2023-09-14 00:02:31.554000000
2634,2023-09-14 00:02:31.545000000
2191,2023-09-14 00:02:31.528000000
2366,2023-09-14 00:02:31.509000000
2411,2023-09-14 00:02:31.506000000
1701,2023-09-14 00:02:31.499000000
2031,2023-09-14 00:02:31.498000000
2262,2023-09-14 00:02:31.479000000
1935,2023-09-14 00:02:31.467000000
2134,2023-09-14 00:02:31.451000000
1671,2023-09-14 00:02:31.443000000
1759,2023-09-14 00:02:31.443000000
2355,2023-09-14 00:02:31.422000000
2239,2023-09-14 00:02:31.413000000
1890,2023-09-14 00:02:31.396000000
2353,2023-09-14 00:02:31.396000000
1786,2023-09-14 00:02:31.389000000
2429,2023-09-14 00:02:31.384000000
1693,2023-09-14 00:02:31.380000000
2460,2023-09-14 00:02:31.359000000
2372,2023-09-14 00:02:31.351000000
2379,2023-09-14 00:02:31.346000000
2466,2023-09-14 00:02:31.335000000
2550,2023-09-14 00:02:31.324000000
1954,2023-09-14 00:02:31.315000000
1718,2023-09-14 00:02:31.308000000
2067,2023-09-14 00:02:31.280000000
2083,2023-09-14 00:02:31.277000000
2357,2023-09-14 00:02:31.277000000
1793,2023-09-14 00:02:31.275000000
1743,2023-09-14 00:02:31.273000000
1827,2023-09-14 00:02:31.270000000
2382,2023-09-14 00:02:31.233000000
1904,2023-09-14 00:02:31.224000000
1756,2023-09-14 00:02:31.211000000
1712,2023-09-14 00:02:31.206000000
1980,2023-09-14 00:02:31.192000000
1875,2023-09-14 00:02:31.187000000
1837,2023-09-14 00:02:31.178000000
1709,2023-09-14 00:02:31.174000000
2082,2023-09-14 00:02:31.172000000
2374,2023-09-14 00:02:31.170000000
1789,2023-09-14 00:02:31.168000000
2348,2023-09-14 00:02:31.151000000
1729,2023-09-14 00:02:31.151000000
1915,2023-09-14 00:02:31.135000000
2082,2023-09-14 00:02:31.130000000
2431,2023-09-14 00:02:31.099000000
